gas_velocity_m_s,df_over_dp,metric,selected_mesh_route,count,mean,standard_deviation,standard_error,ci95_low,ci95_high,minimum,maximum,same_sign_count
0.1,0.05,inertial_permuted_final_mean_dx_dp,coarse_2p5dp,3,40.16035281280325,1.2934742825650392,0.7467877252287834,36.94718456834117,43.37352105726532,38.67041161006294,40.99550173163233,3
0.1,0.05,inertial_permuted_fpt_5dp_reached_fraction,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.1,0.05,inertial_uniform_final_centered_msd_x_m2,coarse_2p5dp,3,3.209883240645393e-35,2.7798404295808294e-35,1.6049416203226967e-35,-3.6956232030451996e-35,1.0115389684335986e-34,0.0,4.81482486096809e-35,2
0.1,0.05,inertial_uniform_final_mean_dx_dp,coarse_2p5dp,3,40.20110857451954,1.297719662486616,0.7492387964693181,36.977394221693686,43.42482292734539,38.70614479883565,41.037409404311454,3
0.1,0.05,inertial_uniform_fpt_5dp_reached_fraction,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.1,0.05,fractional_fpt_alpha,coarse_2p5dp,3,0.8458564605032627,0.049351914439593365,0.02849334108672261,0.7232595086982024,0.9684534123083229,0.7970223786903283,0.8957103997852919,3
0.1,0.05,fractional_fpt_residual_bic_improvement,coarse_2p5dp,3,128.8520926921901,39.282976546879794,22.680037083910808,31.26776922340403,226.43641616097617,84.59379648440307,159.58674246481542,3
0.1,0.05,non_gaussian_parameter_20ms,coarse_2p5dp,3,-0.21011853937374372,0.09694153408489588,0.05596922079956992,-0.45093466002619526,0.03069758127870781,-0.28641828669512104,-0.10103614531688199,3
0.1,0.05,non_gaussian_parameter_50ms,coarse_2p5dp,3,-0.3207437384501525,0.039031153824943536,0.02253464716761284,-0.4177024995987083,-0.22378497730159674,-0.3658128476662714,-0.2980973144737967,3
0.1,0.05,variance_top10_observed_share,coarse_2p5dp,3,0.24434211385314827,0.03127169318341315,0.018054720477458968,0.16665892150683898,0.3220253061994576,0.21141572357057128,0.2736430818455622,3
0.1,0.05,variance_top10_gaussian_null_p50,coarse_2p5dp,3,0.43009998800525095,0.0,0.0,0.43009998800525095,0.43009998800525095,0.43009998800525095,0.43009998800525095,3
0.1,0.05,variance_top10_outlet_capped_null_p50,coarse_2p5dp,3,0.3831996527811108,0.009631411739910013,0.005560698160713168,0.3592738996608805,0.40712540590134105,0.37682899979409024,0.3942796089361632,3
0.1,0.05,variance_top10_observed_to_null_mean_ratio,coarse_2p5dp,3,0.5655437707584906,0.07238011901451914,0.04178868119700978,0.3857415875356134,0.7453459539813678,0.4893337608497366,0.6333625338197896,3
0.1,0.05,variance_top10_observed_to_outlet_capped_null_mean_ratio,coarse_2p5dp,3,0.6327361326974356,0.069816963532695,0.04030884268960374,0.4593011806679641,0.806171084726907,0.5548343149252377,0.6896561397180021,3
0.1,0.05,variance_top10_null_upper_p,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.1,0.05,variance_top10_outlet_capped_null_upper_p,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.1,0.05,velocity_positive_integral_time_s,coarse_2p5dp,3,0.0730273074905005,0.006389129736867595,0.003688765773467949,0.0571558293660647,0.0888987856149363,0.06714915088529413,0.07982727105273357,3
0.1,0.05,velocity_variance_ratio_20ms,coarse_2p5dp,3,0.8970976688465915,0.01566417081667772,0.009043713237641162,0.8581857113980307,0.9360096262951523,0.8834969480681227,0.9142242842735273,3
0.1,0.05,velocity_variance_ratio_50ms,coarse_2p5dp,3,0.7976536762143903,0.04967098091294671,0.028677554201002545,0.674264119350327,0.9210432330784536,0.7474126160775175,0.8467342407589427,3
0.1,0.05,velocity_variance_ratio_max_abs_log_10_100ms,coarse_2p5dp,3,0.4658678257909686,0.16140861480583601,0.09318930720767404,0.06490659875501797,0.8668290528269191,0.29313915752967973,0.6128650412983871,3
0.1,0.05,ever_contacted_fraction,coarse_2p5dp,3,0.9833333333333334,0.011547005383792525,0.006666666666666672,0.9546489818020001,1.0120176848646667,0.97,0.99,3
0.1,0.05,mean_sampled_contact_fraction,coarse_2p5dp,3,0.5906503914045045,0.030157738333076466,0.017411578344751995,0.5157344163110719,0.6655663664979371,0.5648253009252466,0.623793796924159,3
0.1,0.05,p90_particle_maximum_contact_force_N,coarse_2p5dp,3,8.798760242486974e-05,4.901126193793838e-06,2.829666527319198e-06,7.581253001695907e-05,0.0001001626748327804,8.511905440523034e-05,9.364675657047545e-05,3
0.1,0.05,p90_particle_maximum_contact_force_over_debris_weight,coarse_2p5dp,3,57338.448865061924,3193.892842847053,1843.9948925805652,49404.3792069473,65272.51852317655,55469.11626128389,61026.32206145214,3
0.1,0.05,p90_particle_maximum_contact_equal_sphere_hertz_overlap_over_df,coarse_2p5dp,3,0.00010652605718809606,3.936419939846479e-06,2.272693111913775e-06,9.674744796634986e-05,0.00011630466640984226,0.00010422163186571608,0.00011107129503236403,3
0.1,0.05,early_contact_vs_later_dx_spearman_r,coarse_2p5dp,3,-0.3759982574366689,0.0818657427944325,0.04726520863977427,-0.5793640364104338,-0.17263247846290414,-0.470416331760635,-0.32479919847027316,3
0.1,0.05,early_contact_vs_later_dx_geometry_adjusted_r,coarse_2p5dp,3,-0.44881226200936325,0.0940535121864914,0.05430182057910056,-0.6824541385517099,-0.21517038546701658,-0.5357394092120923,-0.3489676945890637,3
0.1,0.05,early_contact_later_dx_difference_dp,coarse_2p5dp,3,11.336615426959455,1.098089042524814,0.6339820042958798,8.60881102559511,14.0644198283238,10.489590129137172,12.577263715743113,3
0.1,0.05,mean_drag_impulse_x_N_s,coarse_2p5dp,3,7.772715766145048e-09,5.150251225013584e-10,2.973498931155793e-10,6.493322436855297e-09,9.052109095434797e-09,7.337173760400546e-09,8.34116931453615e-09,3
0.1,0.05,mean_total_fluid_impulse_x_N_s,coarse_2p5dp,3,7.772715766145048e-09,5.150251225013584e-10,2.973498931155793e-10,6.493322436855297e-09,9.052109095434797e-09,7.337173760400546e-09,8.34116931453615e-09,3
0.1,0.05,mean_total_fluid_impulse_z_N_s,coarse_2p5dp,3,8.11560765479779e-11,1.3114834605031631e-11,7.571853289592433e-12,4.8577021322625094e-11,1.137351317733307e-10,7.191667106818945e-11,9.616682959582351e-11,3
0.1,0.05,mean_gravity_impulse_z_N_s,coarse_2p5dp,3,-4.5454483366315856e-10,5.749884190139253e-14,3.3196971849860713e-14,-4.5468766870470616e-10,-4.5440199862161096e-10,-4.5460928394695577e-10,-4.544987977461606e-10,3
0.1,0.05,mean_mechanical_contact_impulse_x_N_s,coarse_2p5dp,3,-7.766031951128823e-09,5.154325697403076e-10,2.975851328886672e-10,-9.046437435470384e-09,-6.485626466787262e-09,-8.33539335521137e-09,-7.331213220577249e-09,3
0.1,0.05,mean_mechanical_contact_impulse_z_N_s,coarse_2p5dp,3,3.7303084300749933e-10,1.309032355467039e-11,7.557701828068249e-12,3.405126766067028e-10,4.0554900940829583e-10,3.580112613585977e-10,3.820122642491887e-10,3
0.1,0.05,mean_time_averaged_total_fluid_force_x_N,coarse_2p5dp,3,2.6153332174206797e-08,1.7202904060711512e-09,9.932101290295098e-10,2.1879893901372288e-08,3.042677044704131e-08,2.467279319995176e-08,2.804051157083215e-08,3
0.1,0.05,mean_time_averaged_mechanical_contact_force_x_N,coarse_2p5dp,3,-2.6128671080700048e-08,1.7215794411237308e-09,9.939543537641114e-10,-3.0405311494120405e-08,-2.1852030667279694e-08,-2.801874462746772e-08,-2.4650199903704388e-08,3
0.1,0.05,mean_time_averaged_total_fluid_force_z_N,coarse_2p5dp,3,2.8106248530379e-10,4.4004358567990035e-11,2.5405928264745864e-11,1.717495987049188e-10,3.903753719026612e-10,2.4753721565726573e-10,3.30892109623015e-10,3
0.1,0.05,mean_time_averaged_gravity_force_z_N,coarse_2p5dp,3,-1.5345305666000202e-09,2.532713032347184e-25,1.46226255100572e-25,-1.5345305666000208e-09,-1.5345305666000196e-09,-1.53453056660002e-09,-1.53453056660002e-09,3
0.1,0.05,mean_time_averaged_mechanical_contact_force_z_N,coarse_2p5dp,3,1.2521746918678607e-09,4.404303103070744e-11,2.5428255821505983e-11,1.142765737545948e-09,1.3615836461897733e-09,1.2021010669324187e-09,1.2849097279449842e-09,3
0.1,0.05,mean_drag_work_x_J,coarse_2p5dp,3,1.7153773235609124e-10,1.963712847868048e-11,1.1337501413277441e-11,1.2275640095227546e-10,2.2031906375990702e-10,1.5035865885845559e-10,1.8914167921727876e-10,3
0.1,0.05,mean_explicit_fluid_work_J,coarse_2p5dp,3,-6.256891379758681e-17,1.595567398843646e-18,9.2120126723257e-19,-6.653252294464813e-17,-5.86053046505255e-17,-6.440399239761113e-17,-6.15092470088462e-17,3
0.1,0.05,mean_total_fluid_work_J,coarse_2p5dp,3,8.749562265969547e-11,1.0959076682476085e-11,6.327225872697319e-12,6.027176698710589e-11,1.1471947833228506e-10,7.594530787956946e-11,9.774783634741578e-11,3
0.1,0.05,mean_gravity_work_J,coarse_2p5dp,3,9.12903388846976e-13,2.2307109393428026e-14,1.2879015613138101e-14,8.574894571632584e-13,9.683173205306936e-13,8.983312326713134e-13,9.38583659708192e-13,3
0.1,0.05,mean_wall_contact_sample_fraction,coarse_2p5dp,3,0.08944796179051427,0.02952602720736618,0.01704685975627308,0.01610124412737282,0.16279467945365572,0.055568143952015994,0.10969010329890037,3
0.1,0.05,mean_bottom_wall_contact_sample_fraction,coarse_2p5dp,3,0.04792624680662002,0.01044991929396277,0.006033263717379269,0.021967208204038136,0.0738852854092019,0.03594468510496501,0.05515494835054982,3
0.1,0.05,mean_mechanical_contact_net_work_J,coarse_2p5dp,3,-8.783192338840999e-11,1.0849568363243922e-11,6.264001215110126e-12,-1.1478374531544768e-10,-6.088010146137229e-11,-9.78930439672169e-11,-7.633657205886189e-11,3
0.1,0.05,all_lower_clipped_fraction,coarse_2p5dp,3,0.491479923610784,0.036159897102248886,0.020876926325852564,0.4016537595671087,0.5813060876544593,0.46102367433675334,0.5314436666666666,3
0.1,0.1,mean_dx_dp,coarse_2p5dp,3,17.459622601617944,0.7549624241216701,0.4358777587946987,15.584191972924415,19.335053230311473,16.765578658798738,18.26347661646654,3
0.1,0.1,mean_dz_dp,coarse_2p5dp,3,-2.262305491448607,0.26232727768429726,0.15145472438681074,-2.9139625747574796,-1.6106484081397348,-2.50193658455294,-1.9820271609542714,3
0.1,0.1,outlet_fraction,coarse_2p5dp,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.1,0.1,bed_resident_fraction,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.1,0.1,pressure_gradient_tail_mean_Pa_m,coarse_2p5dp,3,1269.0905054814814,0.11648799145488718,0.06725437322383794,1268.8011332689455,1269.3798776940173,1269.0223057777778,1269.225009777778,3
0.1,0.1,cfd_to_ergun_pressure_drop_ratio,coarse_2p5dp,3,0.7825253474213909,7.18268756955334e-05,4.1469266017866e-05,0.7823469195707605,0.7827037752720213,0.782483295261514,0.7826082832094489,3
0.1,0.1,fpt_5dp_reached_fraction,coarse_2p5dp,3,0.7999999999999999,0.02999999999999997,0.017320508075688756,0.7254758686483468,0.8745241313516531,0.77,0.83,3
0.1,0.1,fpt_5dp_p50_s,coarse_2p5dp,3,0.06666088036989415,0.0026476341531839463,0.0015286122910563983,0.060083792523127365,0.07323796821666093,0.06396895872494326,0.06926188501717802,3
0.1,0.1,late_origin_local_alpha_p50,coarse_2p5dp,3,1.8040969338227857,0.024675380534663185,0.014246337594044242,1.7427998904855435,1.8653939771600279,1.7787198297073423,1.8280049486379613,3
0.1,0.1,centered_msd_exponent,coarse_2p5dp,3,1.7703006558427383,0.009907663673935186,0.005720192289186757,1.74568865487526,1.7949126568102167,1.7594366778774908,1.7788378479674734,3
0.1,0.1,centered_msd_bootstrap_fraction_above_one,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.1,0.1,inertial_local_final_centered_msd_x_m2,coarse_2p5dp,3,0.00040232472389807274,2.8498898699090143e-05,1.645384683552757e-05,0.0003315295348971243,0.00047311991289902117,0.0003751967617049514,0.00043202073764701284,3
0.1,0.1,inertial_local_final_mean_dx_dp,coarse_2p5dp,3,39.662381109935616,1.248782251197969,0.7209847688883743,36.56023402600593,42.7645281938653,38.22254713266692,40.450237036845586,3
0.1,0.1,inertial_local_fpt_5dp_reached_fraction,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.1,0.1,inertial_permuted_final_centered_msd_x_m2,coarse_2p5dp,3,0.00040232472389807274,2.8498898699090197e-05,1.64538468355276e-05,0.0003315295348971242,0.0004731199128990213,0.00037519676170495134,0.0004320207376470129,3
0.1,0.1,inertial_permuted_final_mean_dx_dp,coarse_2p5dp,3,39.662381109935616,1.2487822511979647,0.7209847688883718,36.560234026005936,42.764528193865296,38.222547132666925,40.450237036845586,3
0.1,0.1,inertial_permuted_fpt_5dp_reached_fraction,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.1,0.1,inertial_uniform_final_centered_msd_x_m2,coarse_2p5dp,3,3.209883240645393e-35,2.7798404295808294e-35,1.6049416203226967e-35,-3.6956232030451996e-35,1.0115389684335986e-34,0.0,4.81482486096809e-35,2
0.1,0.1,inertial_uniform_final_mean_dx_dp,coarse_2p5dp,3,39.82525346390957,1.2659394682318321,0.73089049276142,36.68048549011787,42.97002143770127,38.365248602354946,40.61764251508536,3
0.1,0.1,inertial_uniform_fpt_5dp_reached_fraction,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
0.1,0.1,fractional_fpt_alpha,coarse_2p5dp,3,0.831308995923307,0.027160633403275375,0.01568119900674178,0.7638382422119805,0.8987797496346335,0.8153453192092073,0.8626696874642259,3
0.1,0.1,fractional_fpt_residual_bic_improvement,coarse_2p5dp,3,145.56870043437303,17.22089907101827,9.942490714339774,102.7896156223021,188.34778524644395,127.57000203231814,161.8888765482634,3
0.1,0.1,non_gaussian_parameter_20ms,coarse_2p5dp,3,-0.28079653376858066,0.016121057513271586,0.00930749689490879,-0.32084346069013425,-0.24074960684702706,-0.29352474387207006,-0.2626687984940993,3
0.1,0.1,non_gaussian_parameter_50ms,coarse_2p5dp,3,-0.3829151374393465,0.05008785864205699,0.02891823867012353,-0.5073402759914696,-0.2584899988872234,-0.4383725289266056,-0.34096842916166903,3
0.1,0.1,variance_top10_observed_share,coarse_2p5dp,3,0.2957958144419011,0.029236803151628743,0.016879876169836956,0.22316756916275415,0.3684240597210481,0.27343575165769246,0.3288804424461728,3
0.1,0.1,variance_top10_gaussian_null_p50,coarse_2p5dp,3,0.43009998800525095,0.0,0.0,0.43009998800525095,0.43009998800525095,0.43009998800525095,0.43009998800525095,3
0.1,0.1,variance_top10_outlet_capped_null_p50,coarse_2p5dp,3,0.4263012832205568,0.0015533690123719758,0.0008968380174437834,0.4224425006767036,0.43016006576441007,0.4246124537218363,0.4276690014017671,3
0.1,0.1,variance_top10_observed_to_null_mean_ratio,coarse_2p5dp,3,0.6846362980005631,0.06767024987445816,0.03906943698114766,0.516534078325786,0.8527385176753403,0.6328826562645418,0.7612125581491641,3
0.1,0.1,variance_top10_observed_to_outlet_capped_null_mean_ratio,coarse_2p5dp,3,0.6912905240930535,0.06843574484774995,0.039511395710040975,0.5212867094869889,0.8612943386991181,0.6369638331795959,0.7681520502374248,3
0.1,0.1,variance_top10_null_upper_p,coarse_2p5dp,3,0.9991667083312502,0.001400227576040851,0.0008084217679539226,0.9956883502046143,1.002645066457886,0.9975501224938753,1.0,3
0.1,0.1,variance_top10_outlet_capped_null_upper_p,coarse_2p5dp,3,0.9991500424978751,0.0014290891383387323,0.0008250849987158375,0.9955999882759159,1.0027000967198343,0.9975001249937503,1.0,3
0.1,0.1,velocity_positive_integral_time_s,coarse_2p5dp,3,0.04717609548580317,0.002189753642149123,0.0012642548547537596,0.04173644588396043,0.05261574508764591,0.044793637702109035,0.04910076980506238,3
0.1,0.1,velocity_variance_ratio_20ms,coarse_2p5dp,3,0.9693003257952638,0.022558510352780205,0.013024162024694612,0.9132618795076565,1.0253387720828713,0.9477667402739343,0.9927602233882059,3
0.1,0.1,velocity_variance_ratio_50ms,coarse_2p5dp,3,0.9100013558140029,0.06656166952395154,0.03842939781736433,0.744653002394393,1.0753497092336128,0.8426626064240172,0.9757577290093271,3
0.1,0.1,velocity_variance_ratio_max_abs_log_10_100ms,coarse_2p5dp,3,0.19419815832845747,0.14380423494927608,0.08302541375857274,-0.16303136481433747,0.5514276814712524,0.06381880737068446,0.3484416188039346,3
0.1,0.1,ever_contacted_fraction,coarse_2p5dp,3,0.9899999999999999,0.010000000000000009,0.005773502691896263,0.9651586228827821,1.0148413771172176,0.98,1.0,3
0.1,0.1,mean_sampled_contact_fraction,coarse_2p5dp,3,0.4643207819615684,0.02382916534831727,0.01375777502841508,0.40512585368095977,0.523515710242177,0.4369110296567812,0.48011329556814397,3
0.1,0.1,p90_particle_maximum_contact_force_N,coarse_2p5dp,3,0.00023288973788507318,4.9176770604463905e-05,2.839222174636371e-05,0.00011072786748583365,0.0003550516082843127,0.00019187377272819047,0.0002874068768595662,3
0.1,0.1,p90_particle_maximum_contact_force_over_debris_weight,coarse_2p5dp,3,18970.764003831067,4005.8480810700257,2312.777467938525,9019.685718216717,28921.84228944542,15629.679924958687,23411.62853930297,3
0.1,0.1,p90_particle_maximum_contact_equal_sphere_hertz_overlap_over_df,coarse_2p5dp,3,8.064907713153023e-05,1.1273930249833848e-05,6.509006664566637e-06,5.264308183859709e-05,0.00010865507242446337,7.110668371842966e-05,9.308894707667464e-05,3
0.1,0.1,early_contact_vs_later_dx_spearman_r,coarse_2p5dp,3,-0.093764831322601,0.07773072991805079,0.04487785784249272,-0.28685866887169087,0.09932900622648888,-0.1463320963368805,-0.0044766088217009885,3
0.1,0.1,early_contact_vs_later_dx_geometry_adjusted_r,coarse_2p5dp,3,-0.18280307725986242,0.10671805249373513,0.061613696334650594,-0.4479054159810537,0.08229926146132885,-0.28156084979510376,-0.06959692800091681,3
0.1,0.1,early_contact_later_dx_difference_dp,coarse_2p5dp,3,9.66881718809111,0.40813835719717906,0.23563879039440297,8.654945303377426,10.682689072804793,9.279660439975443,10.093601312864779,3
0.1,0.1,mean_drag_impulse_x_N_s,coarse_2p5dp,3,1.689854314267772e-08,6.878284135064371e-10,3.971179196942147e-10,1.518988264149262e-08,1.860720364386282e-08,1.6406799317105718e-08,1.7684552939652233e-08,3
0.1,0.1,mean_total_fluid_impulse_x_N_s,coarse_2p5dp,3,1.689854314267772e-08,6.878284135064371e-10,3.971179196942147e-10,1.518988264149262e-08,1.860720364386282e-08,1.6406799317105718e-08,1.7684552939652233e-08,3
0.1,0.1,mean_total_fluid_impulse_z_N_s,coarse_2p5dp,3,1.035723711092586e-09,1.5306578738936947e-10,8.83725735529745e-11,6.554872162642662e-10,1.4159602059209059e-09,8.685757489206896e-10,1.1690501225258487e-09,3
0.1,0.1,mean_gravity_impulse_z_N_s,coarse_2p5dp,3,-3.6828733598400483e-09,0.0,0.0,-3.6828733598400483e-09,-3.6828733598400483e-09,-3.6828733598400483e-09,-3.6828733598400483e-09,3
0.1,0.1,mean_mechanical_contact_impulse_x_N_s,coarse_2p5dp,3,-1.684878297905022e-08,6.806325908794321e-10,3.9296340956347254e-10,-1.8539568065880714e-08,-1.5157997892219725e-08,-1.762685851393479e-08,-1.6363778705587262e-08,3
0.1,0.1,mean_mechanical_contact_impulse_z_N_s,coarse_2p5dp,3,2.641189732622302e-09,1.531552164302852e-10,8.842420543382057e-11,2.2607310837409204e-09,3.0216483815036833e-09,2.5085529744528553e-09,2.8088103234624074e-09,3
0.1,0.1,mean_time_averaged_total_fluid_force_x_N,coarse_2p5dp,3,5.632847714225906e-08,2.2927613783547855e-09,1.323726398980713e-09,5.063294213830874e-08,6.202401214620938e-08,5.4689331057019046e-08,5.894850979884076e-08,3
0.1,0.1,mean_time_averaged_mechanical_contact_force_x_N,coarse_2p5dp,3,-5.6162609930167394e-08,2.2687753029314353e-09,1.309878031878239e-09,-6.179856021960236e-08,-5.052665964073243e-08,-5.875619504644929e-08,-5.454592901862421e-08,3
0.1,0.1,mean_time_averaged_total_fluid_force_z_N,coarse_2p5dp,3,3.4524123703086195e-09,5.102192912978986e-10,2.945752451765818e-10,2.184957387547553e-09,4.719867353069686e-09,2.895252496402298e-09,3.896833741752829e-09,3
0.1,0.1,mean_time_averaged_gravity_force_z_N,coarse_2p5dp,3,-1.2276244532800162e-08,2.0261704258777473e-24,1.169810040804576e-24,-1.2276244532800167e-08,-1.2276244532800157e-08,-1.227624453280016e-08,-1.227624453280016e-08,3
0.1,0.1,mean_time_averaged_mechanical_contact_force_z_N,coarse_2p5dp,3,8.80396577540767e-09,5.105173881009485e-10,2.9474735144606725e-10,7.535770279136404e-09,1.0072161271678937e-08,8.361843248176185e-09,9.362701078208021e-09,3
0.1,0.1,mean_drag_work_x_J,coarse_2p5dp,3,6.614396732569143e-10,7.2712986910667285e-12,4.198086256645549e-12,6.433767659652423e-10,6.795025805485863e-10,6.542340358052081e-10,6.68774900902036e-10,3
0.1,0.1,mean_explicit_fluid_work_J,coarse_2p5dp,3,-1.9058861229112997e-15,2.2138854595499671e-16,1.278187366026172e-16,-2.455845758861356e-15,-1.3559264869612433e-15,-2.108136663135345e-15,-1.6693580185808638e-15,3
0.1,0.1,mean_total_fluid_work_J,coarse_2p5dp,3,4.722740277757909e-10,7.888331411723805e-12,4.5543302640157194e-12,4.526783262333683e-10,4.918697293182135e-10,4.63184489151667e-10,4.773296670924604e-10,3
0.1,0.1,mean_gravity_work_J,coarse_2p5dp,3,2.777261542091974e-11,3.2203938084761997e-12,1.859295232220338e-12,1.9772713714688704e-11,3.5772517127150774e-11,2.4331850098526297e-11,3.071438531753073e-11,3
0.1,0.1,mean_wall_contact_sample_fraction,coarse_2p5dp,3,0.16383316672220372,0.0435311490936521,0.025132720647353776,0.055695797624079446,0.271970535820328,0.11372542485838054,0.19233255581472844,3
0.1,0.1,mean_bottom_wall_contact_sample_fraction,coarse_2p5dp,3,0.13079417971787183,0.022737387184226285,0.013127436611481793,0.07431137874751598,0.18727698068822768,0.10483838720426526,0.14719426857714094,3
0.1,0.1,mean_mechanical_contact_net_work_J,coarse_2p5dp,3,-4.96578564974272e-10,5.129710115274056e-12,2.9616395159182225e-12,-5.093214713218249e-10,-4.83835658626719e-10,-5.012746394463807e-10,-4.911041737465763e-10,3
0.1,0.1,all_lower_clipped_fraction,coarse_2p5dp,3,0.49069888888888896,0.05280390227618213,0.03048634719341645,0.3595267239185537,0.6218710538592243,0.44225733333333334,0.546987,3
0.2,0.05,mean_dx_dp,coarse_2p5dp,3,24.316684618240576,1.9138266547051983,1.1049483342763273,19.562475651589068,29.070893584892083,22.111312882231083,25.54178001923986,3
0.2,0.05,mean_dz_dp,coarse_2p5dp,3,-0.3628097995755169,0.08350895824350606,0.048213919521633446,-0.5702575520148092,-0.15536204713622462,-0.4356419790397981,-0.2716639068766408,3
0.2,0.05,outlet_fraction,coarse_2p5dp,3,0.32,0.03605551275463987,0.020816659994661316,0.2304331410507337,0.4095668589492663,0.28,0.35,3
0.2,0.05,bed_resident_fraction,coarse_2p5dp,3,0.68,0.03605551275463988,0.020816659994661323,0.5904331410507337,0.7695668589492664,0.65,0.72,3
0.2,0.05,pressure_gradient_tail_mean_Pa_m,coarse_2p5dp,3,2563.38146962963,0.09056168968168858,0.05228581591599026,2563.1565019210543,2563.6064373382055,2563.2858880000003,2563.465996444445,3
0.2,0.05,cfd_to_ergun_pressure_drop_ratio,coarse_2p5dp,3,0.7777751207684389,2.7478012915211184e-05,1.5864438153393192e-05,0.7777068616003131,0.7778433799365647,0.7777461196172606,0.7778007676939471,3
0.2,0.05,fpt_5dp_reached_fraction,coarse_2p5dp,3,0.8033333333333332,0.06658328118479392,0.03844187531556932,0.6379312935720118,0.9687353730946546,0.73,0.86,3
0.2,0.05,fpt_5dp_p50_s,coarse_2p5dp,3,0.027308923763192824,0.002382674618556865,0.001375637832415095,0.021390031888473424,0.033227815637912224,0.024794658287621004,0.02953352235395537,3
0.2,0.05,late_origin_local_alpha_p50,coarse_2p5dp,3,1.693568943991905,0.04303007569647297,0.024843425786608645,1.586676310216054,1.8004615777677562,1.6438845408885063,1.7188383230692612,3
0.2,0.05,centered_msd_exponent,coarse_2p5dp,3,1.8015378803013427,0.012789407819445537,0.0073839680473327856,1.7697672300264686,1.8333085305762167,1.7909362252741814,1.8157422259614704,3
0.2,0.05,centered_msd_bootstrap_fraction_above_one,coarse_2p5dp,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3
