step,time_s,time_ms,x_p50_over_L,x_p90_over_L,x_p99_over_L,x_p999_over_L,x_max_over_L,front_minus_p99,tail_minus_p99,fraction_x_gt_0p40,fraction_x_gt_0p60,fraction_x_gt_0p80,fraction_x_gt_0p95,fraction_x_ge_1p00
860000,0.00435,4.35,0.3371755555555555,0.3909002222222222,0.4052936222222222,0.4872614488888892,0.9857866666666668,0.5804930444444446,0.08196782666666702,0.0398333333333333,0.0005666666666666,0.0002333333333333,6.666666666666667e-05,0.0
920000,0.00465,4.6499999999999995,0.3375966666666666,0.3913246666666667,0.4060489555555555,0.4949030533333335,0.9670022222222224,0.560953266666667,0.08885409777777803,0.043,0.0005666666666666,0.0002333333333333,6.666666666666667e-05,0.0
960000,0.00485,4.8500000000000005,0.3378722222222222,0.3916613333333333,0.406582311111111,0.5013206622222229,0.9678,0.561217688888889,0.09473835111111195,0.045,0.0006333333333333,0.0002333333333333,3.3333333333333335e-05,0.0
980000,0.0049499999999999,4.9499999999999,0.3379922222222222,0.3918075555555556,0.4068267333333333,0.5084380000000001,0.9669866666666668,0.5601599333333335,0.10161126666666676,0.0462333333333333,0.0006333333333333,0.0002333333333333,3.3333333333333335e-05,0.0
1040000,0.0052499999999999,5.2499999999999,0.3383966666666667,0.3923004444444444,0.4075692666666666,0.5211456777777785,0.9645977777777778,0.5570285111111112,0.11357641111111194,0.0489333333333333,0.0007,0.0002333333333333,3.3333333333333335e-05,0.0
1080000,0.00545,5.45,0.3387266666666667,0.3926806666666667,0.4080515777777777,0.5309807800000002,0.9630422222222222,0.5549906444444446,0.12292920222222248,0.0512666666666666,0.0007,0.0002333333333333,6.666666666666667e-05,0.0
1120000,0.00565,5.6499999999999995,0.3390788888888889,0.3930377777777777,0.4086689555555555,0.5389336933333347,0.96356,0.5548910444444445,0.13026473777777925,0.0533333333333333,0.0007,0.0002333333333333,6.666666666666667e-05,0.0
1200000,0.00605,6.05,0.3396444444444444,0.3937117777777778,0.4098866666666667,0.5550412711111119,0.9866333333333334,0.5767466666666667,0.14515460444444522,0.0578333333333333,0.0007333333333333,0.0003333333333333,6.666666666666667e-05,0.0
1220000,0.00615,6.15,0.3397588888888889,0.3938515555555556,0.4102044666666666,0.559275948888889,0.9923977777777778,0.5821933111111113,0.14907148222222238,0.0592,0.0008,0.0003333333333333,6.666666666666667e-05,0.0
1260000,0.00635,6.35,0.3400311111111112,0.3942337777777778,0.4108025333333332,0.5640562711111117,0.9964022222222222,0.585599688888889,0.15325373777777845,0.0614333333333333,0.0009,0.0003666666666666,0.0001,0.0
1280000,0.00645,6.45,0.3401711111111111,0.3943653333333333,0.4110180444444444,0.5676471311111113,0.9935533333333332,0.5825352888888888,0.15662908666666692,0.0623666666666666,0.0009333333333333,0.0003666666666666,0.0001,0.0
1320000,0.00665,6.6499999999999995,0.3404766666666666,0.3946691111111111,0.4115780888888888,0.5748448266666677,0.987891111111111,0.5763130222222222,0.1632667377777789,0.0645666666666666,0.0009333333333333,0.0003333333333333,0.0001,0.0
1340000,0.00675,6.75,0.3406455555555555,0.3948288888888889,0.4118111777777777,0.5784440511111124,0.992757777777778,0.5809466000000003,0.1666328733333347,0.0654666666666666,0.0009333333333333,0.0003666666666666,0.0001,0.0
1360000,0.00685,6.8500000000000005,0.3408,0.3949646666666667,0.4120979555555555,0.5820446933333348,0.9976688888888888,0.5855709333333333,0.16994673777777924,0.0666666666666666,0.0009333333333333,0.0003666666666666,0.0001333333333333,0.0
1420000,0.00715,7.15,0.3412388888888888,0.3954584444444445,0.4129711333333334,0.5915345955555575,0.9933266666666668,0.5803555333333335,0.17856346222222413,0.0700666666666666,0.001,0.0003666666666666,0.0001333333333333,0.0
1440000,0.0072499999999999,7.2499999999999,0.34144,0.395601111111111,0.4133311333333333,0.5929352177777805,0.9938666666666668,0.5805355333333335,0.17960408444444714,0.0710666666666666,0.001,0.0004,0.0001333333333333,0.0
1480000,0.00745,7.45,0.34172,0.3959408888888889,0.4139002222222221,0.5957479733333367,0.9949622222222224,0.5810620000000003,0.18184775111111462,0.0728333333333333,0.001,0.0004,0.0001333333333333,0.0
1540000,0.00775,7.75,0.3421355555555556,0.3963955555555556,0.4146695555555554,0.5999921311111139,0.9966488888888888,0.5819793333333334,0.18532257555555853,0.0765,0.001,0.0004,0.0001666666666666,0.0
1560000,0.00785,7.85,0.3422733333333333,0.3965068888888889,0.4149269333333333,0.6014131422222245,0.9972222222222222,0.5822952888888889,0.18648620888889123,0.0777,0.0010333333333333,0.0004,0.0002,0.0
1620000,0.00815,8.149999999999999,0.3427422222222222,0.3969555555555555,0.4156866888888889,0.6063564866666677,0.9988466666666668,0.5831599777777778,0.19066979777777887,0.0808,0.0010666666666666,0.0004,0.0001666666666666,0.0
1680000,0.00845,8.45,0.3431766666666667,0.3974615555555556,0.4164695777777776,0.6100468288888903,0.9979955555555556,0.581525977777778,0.19357725111111268,0.0838666666666666,0.0011,0.0004,0.0001666666666666,0.0
1720000,0.00865,8.65,0.3435022222222222,0.3978335555555555,0.4171089999999999,0.6132209222222224,0.9974644444444444,0.5803554444444445,0.19611192222222246,0.0858333333333333,0.0011333333333333,0.0004333333333333,0.0001666666666666,0.0
1800000,0.00905,9.05,0.3440888888888889,0.3984488888888889,0.4181247999999999,0.61885099777778,0.9964844444444444,0.5783596444444445,0.20072619777778006,0.0904333333333333,0.0011666666666666,0.0004,0.0001333333333333,0.0
1840000,0.00925,9.25,0.3443466666666667,0.398838,0.4186735111111111,0.6239630888888917,0.9960355555555556,0.5773620444444445,0.20528957777778062,0.0921666666666666,0.0012,0.0004666666666666,0.0001,0.0
1860000,0.00935,9.350000000000001,0.34449,0.3989942222222222,0.4189493999999999,0.6272282377777795,0.99582,0.5768706000000001,0.20827883777777956,0.0931666666666666,0.0012,0.0004666666666666,6.666666666666667e-05,0.0
1900000,0.00955,9.549999999999999,0.34479,0.3993446666666667,0.4193980444444444,0.6310449466666673,0.9954133333333336,0.5760152888888892,0.21164690222222293,0.0955333333333333,0.0012666666666666,0.0004666666666666,6.666666666666667e-05,0.0
1960000,0.00985,9.85,0.3452766666666667,0.3999048888888889,0.4200333333333333,0.6398770600000008,0.9948533333333334,0.5748200000000001,0.21984372666666746,0.0993333333333333,0.0012666666666666,0.0004666666666666,6.666666666666667e-05,0.0
1990000,0.01,10.0,0.3454922222222222,0.4002199999999999,0.4201562666666665,0.6437581022222232,0.9945955555555556,0.5744392888888891,0.22360183555555668,0.1012333333333333,0.0012666666666666,0.0004666666666666,6.666666666666667e-05,0.0
