case_name,timestep,time,elapsed_time,x_center_m,x_over_L,blockage_ratio
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.034874999999999996,0.7749999999999999,0.0
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.037125,0.825,0.0
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.03937499999999999,0.8749999999999999,0.0
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.041624999999999995,0.9249999999999999,0.0
paper1_df0p0225_ug2_seed401,12879000,0.12879000000000002,0.00810000000000001,0.043875,0.975,0.0
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.001125,0.024999999999999998,5.430495679260892e-07
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.0033749999999999995,0.075,2.9600441312954673e-05
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.005625,0.125,4.947128831575712e-05
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.007875,0.17500000000000002,1.8383917858690125e-05
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.010124999999999999,0.22499999999999998,2.803048555832957e-06
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.012374999999999999,0.27499999999999997,2.2155567809489792e-07
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.014624999999999999,0.325,0.0
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.016875,0.37500000000000006,0.0
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.019124999999999996,0.42499999999999993,0.0
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.021374999999999998,0.475,0.0
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.023625,0.525,0.0
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.025874999999999995,0.575,0.0
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.028124999999999997,0.625,0.0
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.030375,0.675,0.0
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.032625,0.7250000000000001,0.0
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.034874999999999996,0.7749999999999999,0.0
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.037125,0.825,0.0
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.03937499999999999,0.8749999999999999,0.0
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.041624999999999995,0.9249999999999999,0.0
paper1_df0p0225_ug2_seed401,12960000,0.1296,0.008909999999999987,0.043875,0.975,0.0
paper1_df0p0225_ug2_seed401,13041000,0.13041,0.009719999999999993,0.001125,0.024999999999999998,6.033884088067656e-08
paper1_df0p0225_ug2_seed401,13041000,0.13041,0.009719999999999993,0.0033749999999999995,0.075,1.628670570057769e-05
paper1_df0p0225_ug2_seed401,13041000,0.13041,0.009719999999999993,0.005625,0.125,5.0457791110827734e-05
paper1_df0p0225_ug2_seed401,13041000,0.13041,0.009719999999999993,0.007875,0.17500000000000002,2.591539388466962e-05
paper1_df0p0225_ug2_seed401,13041000,0.13041,0.009719999999999993,0.010124999999999999,0.22499999999999998,6.975027801723845e-06
paper1_df0p0225_ug2_seed401,13041000,0.13041,0.009719999999999993,0.012374999999999999,0.27499999999999997,8.862227123795915e-07
paper1_df0p0225_ug2_seed401,13041000,0.13041,0.009719999999999993,0.014624999999999999,0.325,2.9491115460956494e-08
paper1_df0p0225_ug2_seed401,13041000,0.13041,0.009719999999999993,0.016875,0.37500000000000006,0.0
