step,time_s,x_over_L,cdf,survival
20000,0.00015000000000000001,0.328,0.4623333333333333,0.5376666666666667
20000,0.00015000000000000001,0.33,0.4772666666666667,0.5227333333333333
20000,0.00015000000000000001,0.332,0.49123333333333336,0.5087666666666666
20000,0.00015000000000000001,0.334,0.5064333333333333,0.4935666666666667
20000,0.00015000000000000001,0.336,0.5214666666666666,0.47853333333333337
20000,0.00015000000000000001,0.338,0.5372,0.4628
20000,0.00015000000000000001,0.34,0.5523333333333333,0.44766666666666666
20000,0.00015000000000000001,0.342,0.5678333333333333,0.4321666666666667
20000,0.00015000000000000001,0.34400000000000003,0.5833333333333334,0.41666666666666663
20000,0.00015000000000000001,0.34600000000000003,0.5993,0.40069999999999995
20000,0.00015000000000000001,0.34800000000000003,0.6151,0.3849
20000,0.00015000000000000001,0.35000000000000003,0.6304333333333333,0.3695666666666667
20000,0.00015000000000000001,0.352,0.6445333333333333,0.3554666666666667
20000,0.00015000000000000001,0.354,0.6577333333333333,0.3422666666666667
20000,0.00015000000000000001,0.356,0.6709666666666667,0.3290333333333333
20000,0.00015000000000000001,0.358,0.6860666666666667,0.3139333333333333
20000,0.00015000000000000001,0.36,0.7006333333333333,0.29936666666666667
20000,0.00015000000000000001,0.362,0.7161666666666666,0.2838333333333334
20000,0.00015000000000000001,0.364,0.7304,0.26959999999999995
20000,0.00015000000000000001,0.366,0.7448333333333333,0.25516666666666665
20000,0.00015000000000000001,0.368,0.7608666666666667,0.2391333333333333
20000,0.00015000000000000001,0.37,0.7769,0.22309999999999997
20000,0.00015000000000000001,0.372,0.7902333333333333,0.20976666666666666
20000,0.00015000000000000001,0.374,0.8056333333333333,0.1943666666666667
20000,0.00015000000000000001,0.376,0.8201333333333334,0.17986666666666662
20000,0.00015000000000000001,0.378,0.8364666666666667,0.1635333333333333
20000,0.00015000000000000001,0.38,0.8520666666666666,0.14793333333333336
20000,0.00015000000000000001,0.382,0.8675666666666667,0.1324333333333333
20000,0.00015000000000000001,0.384,0.8843666666666666,0.11563333333333337
20000,0.00015000000000000001,0.386,0.8990333333333334,0.10096666666666665
20000,0.00015000000000000001,0.388,0.9137333333333333,0.08626666666666671
20000,0.00015000000000000001,0.39,0.9279666666666667,0.07203333333333328
20000,0.00015000000000000001,0.392,0.9427666666666666,0.05723333333333336
20000,0.00015000000000000001,0.394,0.9548666666666666,0.04513333333333336
20000,0.00015000000000000001,0.396,0.9691333333333333,0.03086666666666671
20000,0.00015000000000000001,0.398,0.9826333333333334,0.01736666666666664
20000,0.00015000000000000001,0.4,0.9985666666666667,0.0014333333333332865
20000,0.00015000000000000001,0.402,0.9993333333333333,0.0006666666666667043
20000,0.00015000000000000001,0.404,0.9995666666666667,0.0004333333333332856
20000,0.00015000000000000001,0.406,0.9997,0.00029999999999996696
20000,0.00015000000000000001,0.40800000000000003,0.9998333333333334,0.0001666666666666483
20000,0.00015000000000000001,0.41000000000000003,0.9998333333333334,0.0001666666666666483
20000,0.00015000000000000001,0.41200000000000003,0.9998333333333334,0.0001666666666666483
20000,0.00015000000000000001,0.41400000000000003,0.9999,9.999999999998899e-05
20000,0.00015000000000000001,0.41600000000000004,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.418,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.42,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.422,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.424,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.426,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.428,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.43,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.432,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.434,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.436,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.438,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.44,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.442,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.444,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.446,0.9999333333333333,6.666666666665932e-05
20000,0.00015000000000000001,0.448,0.9999333333333333,6.666666666665932e-05
