transition_time_s,n,empirical,low,high,fitted,state
1.2750062446588805e-4,12,0.5258441642417864,0.5258441642417864,0.5258441642417864,0.7365444360123734,Reverse
1.3200351605111206e-4,12,0.5242335431965072,0.5242335431965072,0.5242335431965072,0.7271771728403074,Reverse
1.3666543456434721e-4,12,0.5225660404537249,0.5225660404537249,0.5225660404537249,0.7176489505735177,Reverse
1.4149199629977954e-4,12,0.5208396471439356,0.5208396471439356,0.5208396471439356,0.7081029152578399,Reverse
1.4648901590014456e-4,12,0.5190522834511395,0.5190522834511395,0.5190522834511395,0.6991893561292303,Reverse
1.5166251336172772e-4,12,0.5172017961072555,0.5172017961072555,0.5172017961072555,0.6903628534068159,Reverse
1.570187212867576e-4,12,0.5152859557980485,0.5152859557980485,0.5152859557980485,0.6814241688039668,Reverse
1.6256409239193186e-4,12,0.5133024544774317,0.5133024544774317,0.5133024544774317,0.6723865939747198,Reverse
1.6830530728211503e-4,12,0.5112489025869195,0.5112489025869195,0.5112489025869195,0.6628227283228042,Reverse
1.7424928249858132e-4,12,0.5091228261768894,0.5091228261768894,0.5091228261768894,0.652829668906464,Reverse
1.804031788514898e-4,12,0.5069216639261707,0.5069216639261707,0.5069216639261707,0.6427194266796807,Reverse
1.8677441004663874e-4,12,0.5046427640563776,0.5046427640563776,0.5046427640563776,0.6325026762726557,Reverse
1.9337065161688488e-4,12,0.5022833811372635,0.5022833811372635,0.5022833811372635,0.6222123247267923,Reverse
2.001998501689901e-4,12,0.45751260706052643,0.45751260706052643,0.45751260706052643,0.6118290953093877,Reverse
2.072702329570386e-4,12,0.40736879549333616,0.40736879549333616,0.40736879549333616,0.6013539354263479,Reverse
2.1459031779395187e-4,12,0.40603224596220855,0.40603224596220855,0.40603224596220855,0.5907961679527081,Reverse
2.2216892331304445e-4,12,0.4046484940141346,0.4046484940141346,0.4046484940141346,0.5802912340324562,Reverse
2.3001517959198752e-4,12,0.4032158726191146,0.4032158726191146,0.4032158726191146,0.5700211060514745,Reverse
2.3813853915196877e-4,12,0.40173265587327517,0.40173265587327517,0.40173265587327517,0.5596956234827102,Reverse
2.46548788345312e-4,12,0.4001970569196479,0.4001970569196479,0.4001970569196479,0.5493348599146167,Reverse
2.552560591452625e-4,12,0.3986072257955074,0.3986072257955074,0.3986072257955074,0.5389472539258783,Reverse
2.64270841352154e-4,12,0.3969612472036921,0.3969612472036921,0.3969612472036921,0.5285249503750983,Reverse
2.736039952306522e-4,12,0.39525713820520825,0.39525713820520825,0.39525713820520825,0.5180745042422381,Reverse
2.832667645933026e-4,12,0.39349284583035565,0.39349284583035565,0.39349284583035565,0.5076288884452849,Reverse
2.9327079034615006e-4,12,0.3912276984741708,0.3912276984741708,0.3912276984741708,0.4971747372980898,Reverse
3.0362812451273667e-4,12,0.3126538586382491,0.3126538586382491,0.3126538586382491,0.4867137319383076,Reverse
3.143512447533872e-4,12,0.29778016117313877,0.29778016117313877,0.29778016117313877,0.4762590136043099,Reverse
3.2545306939726177e-4,12,0.29553723540302435,0.29553723540302435,0.29553723540302435,0.46583859221162394,Reverse
3.369469730052895e-4,12,0.293215097067333,0.293215097067333,0.293215097067333,0.4554325923509728,Reverse
3.488468024827379e-4,12,0.290810948645688,0.290810948645688,0.290810948645688,0.4450476474911603,Reverse
3.611668937608173e-4,12,0.288321893818739,0.288321893818739,0.288321893818739,0.4347099504195794,Reverse
3.7392208906742716e-4,12,0.2857449339789133,0.2857449339789133,0.2857449339789133,0.42442348294648424,Reverse
3.8712775480784564e-4,12,0.2830769646179435,0.2830769646179435,0.2830769646179435,0.4141787486267857,Reverse
4.007998000769046e-4,12,0.27445704371039303,0.27445704371039303,0.27445704371039303,0.40398212966593694,Reverse
4.1495469582495374e-4,12,0.2474065670586496,0.2474065670586496,0.2474065670586496,0.3938738459018031,Reverse
4.296094947006982e-4,12,0.24706102605654245,0.24706102605654245,0.24706102605654245,0.383830681430142,Reverse
4.447818515948225e-4,12,0.24670328171286537,0.24670328171286537,0.24670328171286537,0.3738550480357976,Reverse
4.6049004490914284e-4,12,0.2463329030467954,0.2463329030467954,0.2463329030467954,0.3639627712309154,Reverse
4.767529985769154e-4,12,0.24594944385672185,0.24594944385672185,0.24594944385672185,0.3541788070374541,Reverse
4.935903048608291e-4,12,0.24472516369941183,0.24472516369941183,0.24472516369941183,0.3444804051315793,Reverse
5.110222479561401e-4,12,0.231379937766214,0.231379937766214,0.231379937766214,0.3348730210424422,Reverse
5.290698284274001e-4,12,0.22991689530937937,0.22991689530937937,0.22991689530937937,0.32538600009812046,Reverse
5.477547885081964e-4,12,0.22887082744235576,0.22887082744235576,0.22887082744235576,0.31601605987403736,Reverse
5.670996382943996e-4,12,0.22778781599003056,0.22778781599003056,0.22778781599003056,0.3067529257482011,Reverse
5.871276828624696e-4,12,0.22579030189852362,0.22579030189852362,0.22579030189852362,0.2976013123659973,Reverse
6.078630503454799e-4,12,0.22123149897249939,0.22123149897249939,0.22123149897249939,0.2886039317924708,Reverse
6.293307210007059e-4,12,0.22032296615671418,0.22032296615671418,0.22032296615671418,0.27972847006602286,Reverse
6.515565573037686e-4,12,0.2194065306647664,0.2194065306647664,0.2194065306647664,0.27097767050087207,Reverse
6.745673351056113e-4,12,0.2184577297653362,0.2184577297653362,0.2184577297653362,0.2623679561080943,Reverse
6.98390775889831e-4,12,0.2175512255993416,0.2175512255993416,0.2175512255993416,0.25391698710649896,Reverse
7.230555801692308e-4,12,0.21686021460594956,0.21686021460594956,0.21686021460594956,0.24560160927905378,Reverse
7.485914620618286e-4,12,0.21625231658204846,0.21625231658204846,0.21625231658204846,0.2374249797774786,Reverse
7.75029185087967e-4,12,0.21562294965234402,0.21562294965234402,0.21562294965234402,0.22941591304975573,Reverse
8.024005992316633e-4,12,0.21493908964261288,0.21493908964261288,0.21493908964261288,0.2215634975513127,Reverse
