condition,case,origin_start_s,lag_s,raw_msd_x_m2,centered_msd_x_m2,centered_displacement_p50_m,centered_displacement_p90_m,centered_displacement_p99_m,non_gaussian_parameter_x,mean_increment_x_m,normalized_velocity_correlation,velocity_autocorrelation,velocity_covariance_m2_s2,velocity_origin_variance_m2_s2,velocity_endpoint_variance_m2_s2,velocity_endpoint_to_origin_variance_ratio,time_origin_particle_pair_count,bed_resident_particle_count,local_centered_msd_exponent,reference_msd,msd_ratio
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00259999999999998,3.7032887447895225e-8,2.1215876846217545e-8,1.0975468224962e-4,2.3029017161166e-4,3.8905819677168e-4,0.01180497537453306,1.2515099835476e-4,0.6042016701756182,0.6042016701756182,0.00224707750634802,0.00371844137086527,0.00371972919683519,1.0003463348864423,147500,100,1.846241391555444,2.2536261161843837e-8,0.9414106756154461
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00269999999999998,3.9795126417697695e-8,2.274342057170124e-8,1.1389811672737e-4,2.3819594224378e-4,4.0201886787045e-4,0.00701774161421941,1.2994996438189e-4,0.5934612639704018,0.5934612639704018,0.00220671394871682,0.00371785689334929,0.00371890133992271,1.0002809270510886,147400,100,1.8407920588995352,2.4172308368323703e-8,0.9408874082338395
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00279999999999998,4.264698285458865e-8,2.4314582123046457e-8,1.1802534805109e-4,2.4593426611504e-4,4.1490350950558e-4,0.00234059840405342,1.347478311328e-4,0.5831717199909827,0.5831717199909827,0.00216807022095536,0.00371723753470513,0.00371820614347943,1.0002605722032183,147300,100,1.8354656907313505,2.5856886586260508e-8,0.9403522748932356
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00289999999999998,4.5587768006743636e-8,2.59286756170054e-8,1.2216257565635e-4,2.5368894769689e-4,4.279789242529e-4,-0.00222238883562453,1.3954470710868e-4,0.573374729973121,0.573374729973121,0.00213129737834401,0.0037167491721833,0.00371747238316448,1.0001945815947415,147200,100,1.8302760257997708,2.758923859516752e-8,0.9398112067343177
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00299999999999998,4.861675036820948e-8,2.758500133993531e-8,1.2628290140598e-4,2.6137088684999e-4,4.4032665271384e-4,-0.00665884269529226,1.4434062095874e-4,0.5641521466606142,0.5641521466606142,0.00209680145063762,0.00371637106182648,0.00371708983290372,1.0001934067038214,147100,100,1.8252324439732497,2.9368715926170334e-8,0.9392648084880837
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00309999999999998,5.1733346140394283e-8,2.928293457919137e-8,1.3041023740029e-4,2.6904551845434e-4,4.530832090587e-4,-0.0109661896451747,1.4913579520027e-4,0.5553894967864939,0.5553894967864939,0.00206405601652746,0.00371610373723051,0.00371671966168785,1.0001657446887635,147000,100,1.8187933274645611,3.119460857202227e-8,0.9387178079693733
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00319999999999998,5.4936902963481435e-8,3.102181936957743e-8,1.3452532783623e-4,2.765925287523e-4,4.6548740535865e-4,-0.01514719831252287,0.00015393033000533001,0.5470416156651781,0.5470416156651781,0.0020328737377344,0.00371594438945087,0.00371630091642586,1.0000959451858322,146900,100,1.8134148551033016,3.3066216077159867e-8,0.9381726441630985
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00329999999999998,5.8226759854455876e-8,3.2800997272153664e-8,1.3866312040487e-4,2.8399033421068e-4,4.7870127459155e-4,-0.01920434459143849,1.5872429544276e-4,0.5386481752808844,0.5386481752808844,0.00200154957865089,0.00371587935830144,0.00371587171969384,0.9999979443338012,146800,100,1.8087061969015357,3.49828813616128e-8,0.9376299491484041
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00339999999999997,6.160228355296724e-8,3.4619842236680584e-8,1.4276426377161e-4,2.9163101939404e-4,4.9149972346249e-4,-0.02314341490759364,1.6351774343772e-4,0.5305778052077078,0.5305778052077078,0.00197145208769754,0.00371592076594645,0.00371541945534881,0.999865091149887,146700,100,1.8044237877751448,3.694408628854447e-8,0.9370875210253994
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00359999999999997,6.860811011101075e-8,3.83742422576261e-8,1.5098713927179e-4,3.0658068642084e-4,5.1696436636796e-4,-0.03069327798679033,1.7310348975317e-4,0.515615407659467,0.515615407659467,0.00191570167062997,0.00371628211366778,0.0037144567664038,0.9995088243550552,146500,100,1.7991820959970442,4.0998404995910784e-8,0.9359935407597827
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00369999999999997,7.223751886543472e-8,4.0308820864522215e-8,1.5510377754637e-4,3.1380119283186e-4,5.300723482512e-4,-0.03430809688610192,1.7789608382531e-4,0.5086547944353857,0.5086547944353857,0.00188984244438592,0.00371660184366635,0.00371414517117627,0.999339000357473,146400,100,1.79464721835644,4.3090437818698194e-8,0.9354470018179079
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00379999999999997,7.595074802648533e-8,4.228104342018405e-8,1.5919824508954e-4,3.2086996398145e-4,5.4265301038233e-4,-0.03782174235146796,1.8268876556788e-4,0.502160061655894,0.502160061655894,0.00186570190539577,0.00371685245166722,0.00371385420835022,0.999193338084848,146300,100,1.7892603079924576,4.5225011487102426e-8,0.9349039840983134
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00389999999999997,7.974738376716766e-8,4.4290451954129e-8,1.633073941795e-4,3.278656529498e-4,5.5507351639908e-4,-0.0412334993621698,1.8748164297265e-4,0.4962473610736165,0.4962473610736165,0.0018437227280488,0.00371693343282006,0.00371372733957403,0.9991374359256152,146200,100,1.7843905419956962,4.74016068574333e-8,0.9343660455928948
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00409999999999997,8.758861859606101e-8,4.841881725875625e-8,1.7139028543127e-4,3.418841049997e-4,5.8039003517694e-4,-0.04774695110703841,1.970674297245e-4,0.4849985293098813,0.4849985293098813,0.00180183392340824,0.00371674823508728,0.00371351798137535,0.9991308925147429,146000,100,1.7783316077097655,5.1878509584890626e-8,0.9333116476587833
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00419999999999997,9.163227827193664e-8,5.05369113983905e-8,1.7542379703742e-4,3.4893670318335e-4,5.9284142665333e-4,-0.05085038553593912,2.0186019451944e-4,0.4797343718011243,0.4797343718011243,0.00178222126772797,0.0037166723673465,0.00371336204074504,0.9991093305316476,145900,100,1.7745422791459708,5.4177691371800825e-8,0.9327992780566259
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00439999999999997,9.996335170815989e-8,5.487859348419493e-8,1.8341567768524e-4,3.62684174533e-4,6.168456166903e-4,-0.05677590837396074,2.1144557548976e-4,0.46995795498401177,0.46995795498401177,0.0017457724409457,0.00371666479280506,0.00371281972270846,0.9989654514703488,145700,100,1.7701619184650232,5.8895387032087024e-8,0.931797824068909
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00449999999999997,1.0425004713848557e-7,5.7101427173498086e-8,1.8742765093643e-4,3.6965977669158e-4,6.2862480335017e-4,-0.05960244053672559,2.1623831497486e-4,0.4652955188220139,0.4652955188220139,0.00172837154815827,0.00371665975115038,0.00371247615191864,0.9988743658252686,145600,100,1.766140352749077,6.13131106210502e-8,0.9313085993372168
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00469999999999997,1.1306359140948229e-7,6.164900032523832e-8,1.9543974497316e-4,3.8317000040064e-4,6.531735189275e-4,-0.06499362868117231,2.2582382389555e-4,0.4563498099299969,0.4563498099299969,0.0016949873002399,0.00371683771499932,0.00371162037314656,0.9985962954928854,145400,100,1.761023868338472,6.626471376254518e-8,0.9303443239210701
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00479999999999997,1.1758977734114233e-7,6.397303974028809e-8,1.9940167853473e-4,3.8973036010763e-4,6.6485263475932e-4,-0.06756359999644967,2.3061669927177e-4,0.45223564374078784,0.45223564374078784,0.00167964146805622,0.00371699943799071,0.00371117217182972,0.9984322660634728,145300,100,1.7567313990893536,6.879783722887441e-8,0.9298699249434929
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00499999999999997,1.2688179421832738e-7,6.872168827012613e-8,2.0721657953301e-4,4.0387373205421e-4,6.9044627794624e-4,-0.0724035019596897,2.4020409943028e-4,0.4453960843307452,0.4453960843307452,0.00165426355349271,0.00371735748023832,0.0037109259364466,0.998269861366332,145100,100,1.7519332941008532,7.397659653100014e-8,0.9289652605378794
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00509999999999996,1.3164713698336182e-7,7.114581088526344e-8,2.1121110441699e-4,4.1045110378471e-4,7.0177323294685e-4,-0.07468847080600227,2.4499856718822e-4,0.44251218395677056,0.44251218395677056,0.00164345467504477,0.0037170148499096,0.0037108269357502,0.9983352463174702,145000,100,1.7481903348760806,7.662141620855912e-8,0.928536881798277
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00529999999999996,1.4141393329626692e-7,7.609161021164957e-8,2.1914586494883e-4,4.2278629909648e-4,7.2494082859919e-4,-0.07901394727615174,2.5458795970944e-4,0.43713852955540394,0.43713852955540394,0.00162330639434891,0.00371620146797116,0.00371076604607729,0.9985373715766704,144800,100,1.7442471265979986,8.202002409014685e-8,0.9277199202967624
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00549999999999996,1.5149373048369858e-7,8.11657444372406e-8,2.2707591888652e-4,4.352137152967e-4,7.4722131290836e-4,-0.08305580001481927,2.6417787785021e-4,0.43276976049002697,0.43276976049002697,0.00160693144618508,0.0037156547752298,0.00371061186071428,0.9986427925034518,144600,100,1.7412299207543565,8.756223713062321e-8,0.9269491860533385
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00569999999999996,1.6188526945802049e-7,8.636685762822822e-8,2.3504393984894e-4,4.4684876478679e-4,7.7050724742023e-4,-0.08686746916238897,2.7376852363857e-4,0.42893316061961567,0.42893316061961567,0.00159260930041372,0.00371521016178883,0.00371070016807229,0.9987860730563988,144400,100,1.7380611109789057,9.324567446605669e-8,0.9262291052403455
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00589999999999996,1.7258751376976802e-7,9.169395943448167e-8,2.4288095026791e-4,4.5874984540299e-4,7.9390541234481e-4,-0.09050097513219069,2.833598242731e-4,0.4256788886341313,0.4256788886341313,0.00158048558483125,0.00371502117682543,0.00371069757471523,0.9988361837242892,144200,100,1.7356109250855782,9.906887163879845e-8,0.9255577248199066
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00609999999999996,1.836000987854025e-7,9.71462989017398e-8,2.5069033437438e-4,4.7020630974265e-4,8.1788301334175e-4,-0.0940049419645771,2.9295241142445e-4,0.42346374192559194,0.42346374192559194,0.00157227233577829,0.00371512354171644,0.00371064856393031,0.9987954699928884,144000,100,1.732931085599282,1.0502966361109187e-7,0.9249415409103573
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00629999999999996,1.9492350861400237e-7,1.0272384331408113e-7,2.5848368148522e-4,4.820654168785e-4,8.4150102224936e-4,-0.0974029840749302,3.0254704517823e-4,0.422129268752977,0.422129268752977,0.00156747616180279,0.00371548636335144,0.00371103702246968,0.9988024876297094,143800,100,1.7304689043216124,1.1112647601211929e-7,0.9243867618269315
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00649999999999996,2.065584836059262e-7,1.0842678917998833e-7,2.6632159861489e-4,4.9417105671586e-4,8.6461658142012e-4,-0.10070766005019673,3.1214440074066e-4,0.4204768046212796,0.4204768046212796,0.00156151989337125,0.00371588071875549,0.00371149766741601,0.9988204542418796,143600,100,1.7285765238866446,1.173591394372895e-7,0.9238887546370077
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00669999999999995,2.185045336442388e-7,1.1425431834309978e-7,2.7415600246403e-4,5.0627631047764e-4,8.8789485535397e-4,-0.103949644051353,3.2174477794863e-4,0.41750293134580846,0.41750293134580846,0.00155072831993328,0.00371633242487726,0.00371225519489415,0.998902888784703,143400,100,1.7269666941056372,1.2372680443619154e-7,0.9234403075691094
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00689999999999995,2.3076083148129326e-7,1.2020556007841826e-7,2.8207576641055e-4,5.1790077610832e-4,9.1234507121309e-4,-0.10715412936365888,3.3134805839584e-4,0.414746963734909,0.414746963734909,0.00154085258860733,0.00371693872867951,0.00371338818991649,0.9990447680141668,143200,100,1.7257722104291582,1.302303199452183e-7,0.923022842368682
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00719999999999995,2.497251821783109e-7,1.2936216601820786e-7,2.9381929442262e-4,5.3613509280779e-4,9.4681497856603e-4,-0.11195084007318012,3.4575861772808e-4,0.41100254688379945,0.41100254688379945,0.00152742926657683,0.00371779066872168,0.00371490965346109,0.9992250732982834,142900,100,1.7247352171331831,1.402410755156431e-7,0.9224270816703644
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00739999999999995,2.627536828958853e-7,1.356188212260766e-7,3.017028041051e-4,5.481893251974e-4,9.6929486930037e-4,-0.11517506710817405,3.5536907492971e-4,0.4091143556351928,0.4091143556351928,0.00152074212457271,0.00371844077928696,0.00371587285135041,0.9993094073325424,142700,100,1.7238502708673311,1.470842264792433e-7,0.9220487095889598
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00769999999999995,2.8287423380428674e-7,1.4523175378097474e-7,3.1311260069213e-4,5.6791788435245e-4,0.00100051401822655,-0.1201020904036586,0.00036978924633570003,0.4069083941335248,0.4069083941335248,0.00151283784863271,0.00371873265040921,0.00371703377726169,0.9995431580306442,142400,100,1.7231348945771958,1.5759983436425936e-7,0.9215222488451456
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00789999999999995,2.966706070286581e-7,1.5179067230165346e-7,3.2096590171878e-4,5.7994290342343e-4,0.00102144227622502,-0.12346079418773737,3.79404382295e-4,0.405608550891416,0.405608550891416,0.00150816764609318,0.00371889610315092,0.00371767131256845,0.99967065748854,142200,100,1.722595633959502,1.647761662779565e-7,0.9211931296277511
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00819999999999995,3.179360221598915e-7,1.6185209227064585e-7,3.3255910708308e-4,5.9802859386366e-4,0.00105120688670898,-0.12861505580888932,3.9382860720454e-4,0.405104005142033,0.405104005142033,0.00150638068455838,0.00371871076948856,0.00371829635844106,0.999888560559508,141900,100,1.7222418087797078,1.757886622086131e-7,0.9207197451595123
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00849999999999994,3.398840741323553e-7,1.721802249469815e-7,3.4409256394926e-4,6.1736101305471e-4,0.00107915066497334,-0.13389517074926582,4.082527823174e-4,0.405571565517251,0.405571565517251,0.00150814034536761,0.00371851971945393,0.00371859113181451,1.000019204513077,141600,100,1.7221781548142825,1.8709889115865555e-7,0.9202632034894137
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00879999999999994,3.625149461583131e-7,1.8277527903590096e-7,3.555846683192e-4,6.3640978087781e-4,0.00110576787002833,-0.13927731115426822,4.2267685355899e-4,0.4060561696242347,0.4060561696242347,0.00150986052659703,0.00371812141227162,0.00371858632668347,1.00012504013729,141300,100,1.7223168657920136,1.987101808304343e-7,0.9198083272435291
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00909999999999994,3.85827547736821e-7,1.9363664595963312e-7,3.6725500888048e-4,6.5492596518612e-4,0.00112949895122949,-0.14470436196329117,4.3710023740427e-4,0.4060351108850146,0.4060351108850146,0.00150962692867633,0.00371780945966064,0.00371813334251663,1.0000871165828984,141000,100,1.722797604213445,2.1062478577655026e-7,0.9193440612685552
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00939999999999994,4.098215475299398e-7,2.047645398474179e-7,3.7861525385437e-4,6.7308100447112e-4,0.00115619290673,-0.15010932460551565,4.51522462903e-4,0.4047521663785668,0.4047521663785668,0.00150475841195293,0.00371816114685827,0.0037172946563017,0.999766957234412,140700,100,1.7234941754656536,2.2284244310597089e-7,0.918875852343998
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00969999999999994,4.344948035040149e-7,2.161575544214458e-7,3.901406272397e-4,6.9015982323645e-4,0.00117988516344674,-0.15548125461591067,4.6594305047404e-4,0.40327082004573866,0.40327082004573866,0.00149917254529983,0.0037190031221897,0.00371606327970057,0.9992095079265756,140400,100,1.7244541276709424,2.353627384032847e-7,0.9184017652406321
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.00999999999999994,4.598487194950137e-7,2.2781608799940306e-7,4.0132500678094e-4,7.0936931631645e-4,0.0011997428773613,-0.16082010191373386,4.8036321623981e-4,0.40162536961923806,0.40162536961923806,0.00149306631908057,0.00371959703795867,0.00371552362968654,0.9989048791493912,140100,100,1.7255750569689257,2.481816829784053e-7,0.9179407813880676
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.01039999999999993,4.947131823408738e-7,2.437721979961021e-7,4.166114359578e-4,7.3428048346366e-4,0.00123192629349905,-0.16792347806432784,4.9959148790992e-4,0.3989089456344111,0.3989089456344111,0.00148292824467332,0.0037195597897064802,0.00371536237597813,0.9988715294374452,139700,100,1.7267900963129197,2.657346399048003e-7,0.9173519797171861
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.01069999999999993,5.216518278831463e-7,2.560451813325822e-7,4.282488810536e-4,7.5372637142498e-4,0.00125656993860953,-0.17323829649671374,5.140121663112e-4,0.3970818810484556,0.3970818810484556,0.00147585310218498,0.00371836462087327,0.00371513115039513,0.9991304052163164,139400,100,1.728087935004922,2.79244471281052e-7,0.9169212201694036
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.01109999999999993,5.58618161820551e-7,2.7281373152038004e-7,4.4333486308534e-4,7.7874760933992e-4,0.00129146231331831,-0.1802864458572309,5.3323684462025e-4,0.3951415705185796,0.3951415705185796,0.00146814119248726,0.00371641970213808,0.00371454352127185,0.9994951644279704,139000,100,1.7294767840050718,2.9771783085852984e-7,0.9163499906393454
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.01149999999999993,5.967808004302512e-7,2.900434336952745e-7,4.5881559920782e-4,8.0451256624986e-4,0.00132488361652208,-0.1872284008839592,5.5245816412916e-4,0.3928651716242418,0.3928651716242418,0.00145920606697266,0.00371476997686931,0.00371376370723203,0.9997291165688462,138600,100,1.730975413131385,3.1671125644323824e-7,0.9157976794148356
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.01189999999999992,6.361376267558279e-7,3.077332568286882e-7,4.7446620608436e-4,8.2760558934021e-4,0.00135664894093572,-0.19402543825520344,5.7167548312625e-4,0.3902499661712396,0.3902499661712396,0.00144940724807412,0.0037138018501839,0.00371429489246101,1.0001327594462486,138200,100,1.7326287719977955,3.3622172887931173e-7,0.9152687955487565
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.01229999999999992,6.766965373286676e-7,3.258859683258259e-7,4.9012540919522e-4,8.5036885841747e-4,0.00138723004942875,-0.20066413804863392,5.9089325235339e-4,0.3884251390511772,0.3884251390511772,0.00144281730115542,0.00371368752167822,0.00371537508691007,1.0004544176703072,137800,100,1.7343852004916658,3.562432152429458e-7,0.9147850524074759
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.01269999999999992,7.184523196757527e-7,3.444989497149594e-7,5.0564446998882e-4,8.7404443395443e-4,0.0014186439476273,-0.2071006746128624,6.1010935966448e-4,0.38881197325470657,0.38881197325470657,0.00144427788427799,0.00371324653232175,0.00371593815548025,1.0007248705775589,137400,100,1.7363705116383152,3.767784476215504e-7,0.9143276423841162
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.01309999999999992,7.613966537614293e-7,3.635702191865371e-7,5.2101263228196e-4,8.9761783005456e-4,0.00145240408508617,-0.21328098381559937,6.2931917237373e-4,0.38978718755633185,0.38978718755633185,0.00144769488881579,0.0037125514961330202,0.00371557880295884,1.0008154248712726,137000,100,1.7382803562436642,3.9782944947344226e-7,0.9138846298778286
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.01349999999999991,8.055165865595873e-7,3.830950277878201e-7,5.3637209961453e-4,9.2170837619843e-4,0.00148741566322297,-0.2191804896150996,6.4851722398984e-4,0.3892278011516924,0.3892278011516924,0.00144514162305257,0.00371141472969139,0.00371427133748432,1.0007696816445972,136600,100,1.7400646667236763,4.193967683967804e-7,0.9134429653625367
Local-fluid initial velocity,paper3_rr_posteq_ug010_df010_s20260713_localflow_300ms_20260716,0.15000000000000002,0.01399999999999991,8.623158979564836e-7,4.081343626353689e-7,5.5576786520193e-4,9.5214329481177e-4,0.00153475389209111,-0.2261990828071947,6.7250031452657e-4,0.3881901907652715,0.3881901907652715,0.00144091385329513,0.00371073494375218,0.00371301741103125,1.000615098441057,136100,100,1.7417870968848446,4.470792958133726e-7,0.91289032271747
